text,class
"тяжело поверить, но это месси и ламин ямаль  через несколько лет после этого фото ямаль сделает 3 голевые передачи на евро 2024м нравится blackpantera21 и ещё 1 625 020 fabriziorom leo messi and lamine yamal, 2007 *nan",['спорт']
"fashion_mur https://t.me/fashion_mur/56881    французы, конечно, мастера масштабных шоу. для церемонии открытия олимпиады они, например, создали водяной занавес в виде французского флага над знаменитым мостом аустерлиц.nannan",['спорт']
"https://youtu.be/md_qtxbiwsm?si=cuvhqjzwmpdf1ft0  п виталий гогунский: искал конфеты — поступил во вгик / ломовка live выпуск 75 о том, почему выбрал актёрскую карьеру и о музыкальной деятельности, о ""взаимоотношениях"" с образом кузи и ""актёрах одной роли"", про настоящих русских офицеров.  0:00:30 в чём разница между артистом и актёром? 0:01:30 о том, как выбрал актёрскую профессию 0:03:50 про обучение во вгике 0:12:30 кастинг в ""универ"" 0:15:50 про маму 0:18:00 о ""взаимоотношениях"" с образом кузи 0:24:15 музыкальная деятельность 0:27:50 об ""актёрах одной роли"" 0:33:55 про творческих людей 0:38:05 о работе на сцене и съёмочной площадке 0:47:00 изменился ли в последнее время круг общения? 0:49:10 про настоящих русских офицеров 0:53:20 об уехавших из страны артистах 0:59:55 блиц  #виталийгогунский #гогунский #интервью #актёр #музыкант #кузя #универ #вгик   18+ 🔗 https://youtu.be/md_qtxbiwsm?si=cuvhqjzwmpdf1ft0лом л о м о в к a live : виталий гогунскийnan",['реклама']
"в сми появилась новость, которую мы все точно заслужили🤣  оказывается, в нашей стране было проведено исследование, показавшее, что для наших женщин очень важно, чтобы в домах их мужчин были установлены кондиционеры. особенно этот фактор является значимым этим жарким летом.    вот такие меркантильные у нас женщины или все же практичные?🤣😅 что думаете?исследование: | российские женщины предпочитают мужчин с кондиционерами 19 июля 2024nan",['юмор']
"александра муратова    карин, ну для картины можно было как-то и повеселее бытьnannan",[]
"сумка, 2500  писать @ruchkanova_elson% 36 [ 1 хомеся w 19490 hnilas` 56 ` мнозгоп татурнот sownan",['реклама']
"ритуал с помадой на успешное свидание 💄💋nanлёш, я собираюсь на свидание. да-да-да. мне бы какую-нибудь ритуаль, чтобы оно прошло просто офигительно. девочки, если вы, как и ксюша, хотите, чтобы ваше свидание прошло незабываемо, и он точно был вами покорён, возьмите свою самую любимую помаду, накрасьте ей губы, подойдите к зеркалу, любому, в прихожей или в ванной, поцелуйте это зеркало и скажите своему отражению, вернусь не одна.",['юмор']
"это же насколько у меня голодный вид, что с официантом произошел такой диалог: - (очень долго жду заказ) вы про меня не забыли? - секунду, уточню (уходит)  (возвращается через пару минут с тарелкой)  - я просто украл это у кого-то для вас   вот это клиентоориентированность! и какое везение, что украденное блюдо совпало с тем, что я заказывала😁nannan",['юмор']
"кто-то весь в заклепках, молния в цепях. кто-то петушится в клетчатых штанах. кто-то ходит в перьях, шокируя детей. я ношу пиджак - не разжигаю нездоровых страстей.  дело вкуса, дело вкуса, пусть каждый выбирает по себе. дело вкуса, дело вкуса, пусть каждый выбирает по себе.  кто-то любит танго, а кто-то брейк. кто-то любит пьеху, а кто-то white snake. кто-то любит самбо, а кто-то футбол.. я ни с кем не спорю, просто, очень уважаю рок-н-ролл, рок-н-ролл!!!  все о вкусах спорят, бегают, кричат. утром открывают, днем закрыть хотят. каждый в свою веру хочет обратить. я ни с кем не спорю, я хочу по-своему жить. - стихи олега газманова, между прочим…nannan",['спорт']
"реальноненавижу, когда спрашивают: «почему ты не успел собраться? у тебя » же было столько времени!» господи, да потому что я лежал всё это время, что за тупой вопрос?nan",[]
"ребята, радость то какая!!! пловцы не едут на олимпиаду в париж!!! уважаю это решение, молодцы!!! с божьей помощью будут еще олимпиады!!! осталось отговорить остальных и не увидит проклятый париж наших спортсменов!!! но борцы наши поедут выступать на олимпийском отборе!!! 14 человек!!! борцы борются - страна спортивная живет!!!nannan",['спорт']
"elenalande_chef https://t.me/elenalande_chef/1151    ❤️ друзья, если вдруг вы пропустили наш с андреем атласом шортс о том, как вкусно приготовить рыбу:  https://youtube.com/shorts/cgvikro9e6c?si=-nmerag_-sytpqbb  п домашний рестик. снова экономим и отбираем чью-то прибыль) «атлас рыб красных» #shorts домашний рестик. снова экономим и отбираем чью-то прибыль)«атлас рыб красных»гравлаксвариант 1.1.свекла уже кем-то отваренная и даже почищенная 2шт2.рыба кра... 🔗 https://youtube.com/shorts/cgvikro9e6c?si=-nmerag_-sytpqbbоно как бы не теряет влагуnan",['соцсети']
ахахаххахаххахахаххаха11 76 « зак 41| вы заметиливидите как я хвалю человека да потому что я с отцом встречаюсь итак в этом раунде гурам получает бам а прекрасная аня дочь своего прекрасного отца ноль пять балла а так как здесь твоя бабушка еще что еще разрешить и у бурана бал забирают еще,[]
"obrazbuduschego2 https://t.me/obrazbuduschego2/16858    вашингтон дал всем дуракам типа немцев и шарля мишеля высказаться о выборах в россии, а потом резюмировал, что путин российский президент, и сша будут «исходить из этого».nannan",['политика']
"https://t.me/s/evnevich_tv/2722    спасиб 😍$ профиль в чате женя евневич platinum эксперт 587 подписчиков о подписок в игре одинар 20.07 2024 в : 12: 25 кэф: 1 65 тотал бол (забитые голы (основное время)) хозяева (голы) - гости (голы) (8 матчей рпл, 20.07-22.07 24) повторили ставку: 5х 1. 65nan",['соцсети']
"🔥 четвертьфиналы евро — только на евро fonfest!  грандиозный фестиваль от fonbet продолжает свою работу в «депо.три вокзала» - матч англия - швейцария прокомментирует алексей ярошевский, а я с удовольствием поработаю на игре нидерланды - турция, не могу же пройти мимо очередного подвига (или нет) винченцо монтеллы.  не забывайте, что на евро fonfest можно не только кайфовать от топового футбола, но и принимать участие в различных активностях: сделать уникальное футбольное нейрофото, сыграть в плинко и выиграть джерси сборной участника евро 👕  ну и самое главное: прямо сейчас fonbet совместно с рольф разыгрывают автомобиль сhery tyggo 4 pro среди самых активных участников фестиваля. победителя назовут в день финала, все подробности здесь: https://fnbt.link/e3c78  https://fnbt.link/e3c78 🚘  погнали на евро fonfest!fonfest б июля 19:00 + англия швейцария комментатор: алексей ярошевский 22:00 нидерланды турция комментатор: дмитрий жичкин адрес: г москва, ул, новорязанская, д 23, три вокзала. депоnan",['реклама']
я люблю этот матч.nannan,['спорт']
"алтай. красная гора. место магическое и невероятно красивое!   каждое лето мы с семьей любим путешествовать по россии и проверять свою физическую подготовку💪🏻этот год не исключение: смотрите скорее видео с нашим подъемом и загадывайте желание (мы свои уже загадали)😁☺️лаувот на таком вот крузаке подготовленном мы поднимаемся на красную гору. коротко о нашем путешествии. мы живем в машине. нас с нашими детьми не принимает ни в один отель. вот где наши дети. кукушат на крыше автомобиля. собачка, на сними видео лисы. давайте я колбаской покормлю. коровушки пасутся. ну вот чем мне альпа. какие вы все красотки. вообще как на лопулесе. нам вот туда. красный телефон. и все снимает на мой телефон. потому что свой потерял. каждый год мы любим самоистязание. сами своими ногами. я была умнее в этом году. по этому надела просто кроссовки. а не розовые уги. что же были на камчатке. давай фотку. позу красивую принимай. еще. это красивая по твоему поза? путь сразу говорю не простой. вот там. вот так. в какое то невероятное еще одно озеро дошли. температура озера 2 градуса. я лично не рискну. я немножко помочу. это безумно красиво. папа лежит. я его могу понять. я фотографирую. а папа ее фотографирует. обожает. это стоило того этот подъем. да? более того. даже если бы дорога сюда была. это стоило. кто тут говорит о видео. посмотрите на меня. я шапки надел. вот тут еще одна шапка. это мастер класс. ребята без фильтра. но телефон абсолютно не показывает свет воды.",['личная жизнь']
"как сам фанат монтажа, обожаю входные клипы в наши итоговые студии матч премьер.   со смыслом, темпераментно и красиво собраны реально самые-самые моменты дня.   а уход брызгалова - просто эпик. надеюсь, динамо великодушно не станет выставлять ему счёт за лампочки. главный же счёт всё равно на табло.мач премьер [прямой эфирnan",['реклама']
"female стендап _official https://t.me/female стендап _official/1459    настя веневитина про нарядных женщин 💅    «женский  стендап » в субботу в 23:00 на тнтя еще в спортзал записаласья еще в спортзал записалась. кто-то хочет в спортзал похлопать? могли бы все хлопать, мы в темноте сидим даже, чего вы с ними. я хожу в спортзал, меня там бесит одна конкретная категория людей. это нарядные женщины. видели? которые приходят накрашенные, с распущенными волосами. просто если я так приду, я в конце тренировки буду выглядеть, как кукла советская. которая сейчас сестре по наследству досталась. ее потом два года собака трахала. у нее поэтому глаз не попадает. вот это я, пожалуйста. я реально не выкупаю. я смотрю на них и думаю, девчонки, а у нас что теперь в душе? горящее, холодное, мицеллярное? что происходит вообще?",['юмор']
"antonspletni https://t.me/antonspletni/97086    хабиб нурмагомедов задолжал налоговой 306 миллионов рублей  федеральная налоговая служба уже заблокировала счета бывшего бойца мма. у экс-спортсмена теперь нет доступа к счету своей бойцовской организации eagle fc, а также неназванного благотворительного фонда.  власти заинтересовались деятельностью нурмагомедова, так как он активно участвует в стартапах, а также различном бизнесе за рубежом.   «из-за этого у налоговиков появился ещё один вопрос к чемпиону: не отправил ли он 306 242 929 рублей, которые должны лежать в российской казне, на восток», – сказано в источнике.  blackfire 🧨anion $ live 5 #сплетниnan",['спорт']
"это была невероятно красивая творческая беременнаясъемка с моей командой и третьей дочкой внутри меня🤰🏼🤍✨ концепцию придумала не я, а душа что пришла в мою жизнь 8 месяцев назад 👼🏼  смотрите больше фото и читайте мое интервью в журнале @hello__ru ⭐️  photo @polinabertrand  mua @evdokimowa_vera  style @dariaursula  set design @kate__brik  pr @vikatanes   🤍🤍🤍н м 75 ker ч энереци невсnan",['личная жизнь']
новый суперклип #мёд уже на ютубе!! 🔥🍯   ссылка в сториз и в шапке профиля! ☝🏽мед шо артур пирожков / хабибnan,['соцсети']
"интересно, хоть кто-то в сша знает, кто такая кая каллас и где находится эстония🤔 байден-то понятно уже давно забыл.   https://t.me/rusbrief/201209  п brief премьер эстонии кая каллас: если америка уйдет в себя и изолируется, то ей же это будет дороже. 🔗 https://t.me/rusbrief/201209nannan",['политика']
"дорогие мои!  вы очень просили поделиться с вами рецептом неаполитанской кудрявой слойки «сфольятелли».  вы просили, я сделала.   по ингредиентам - все очень и максимально доступно. по методу приготовления… в общем смотрите сами, думайте сами, решайте сами 😂  https://youtu.be/xtoy3-7hy3q?si=ughalmzvpyzeufugnannan",['соцсети']
"допустим, вам нужно проснуться в 7 утра, чтобы вовремя приехать на работу... 🕰️  поэтому вы ставите первый будильник на 6:30 утра, второй — на 6:45, а третий — на 6:55, чтобы не проспать. а для надежности ставите добивающий: на 7:05 утра. узнали, согласны? 😂  но эксперты говорят, что если вы засоряете приложение «часы» всеми этими утренними будильниками, вы готовите себя к нездоровому утру... 🙃  нажать на кнопку «отбой» и отложить подъем с постели и начало дня — это, конечно, приятно, но на самом деле это подрывает качество сна 💤👇  в последние часы сна люди обычно входят и выходят из четвертой и последней стадии цикла сна, известной как «быстрое движение глаз» (rem). эта стадия особенно важна для обработки памяти и творческого мышления. ее фрагментация может негативно повлиять на работу мозга 🫠  лучше всего ставить один будильник, чтобы глубокий сон продолжался без перерыва до тех пор, пока вам не нужно будет окончательно просыпаться... ☝️  можно попробовать разные будильники, например, тот, который светится, или такой, чтобы его нельзя было выключить, если ты лежишь (а нужно встать)... 🫣  15-30 минут солнечного света по утрам тоже может помочь сдвинуть внутренние часы организма и особенно это важно для тех, кто по природе своей является «совой» 🦉  тут есть ещё один нюанс: если вы хорошо спите с трех часов ночи до полудня, и именно так вы спите по выходным, а в понедельник утром вам приходится просыпаться в шесть утра, чтобы ехать на работу, — это будет сложно, что бы вы не делали... в идеал ваш режим сна должен быть стабильным... 🙏  поделитесь в комментариях своими рецептами пробуждения ⤵️⤵️⤵️  © ляйсан утяшева12 11 1 1 2 9 3| 8 4 7 6 5nan",['личная жизнь']
"biathlon_sportsru https://t.me/biathlon_sportsru/10378    дмитрий губерниев: «футболисты справедливо получают свои деньги. это вид спорта, объединяющий всю планету, поэтому гонорары там должны быть выше остальных»  подробнее: https://smms.ac/gkrjnannan",['спорт']
"вошедшее. мужчины не умеют скрывать. #иринамягкова #мягковаирина #вошедшее #женскийстендап #стендап #мягкова #standupthi я просто вообщея просто вообще подумала, если бы мужчин были месячные, они ничего бы в руках не прятали. они бы, знаете, они бы тампон вот здесь вот на груди, на цепочке носили, как пулю. типа, «пацаны, я сегодня ранен и смогу работать в полную силу, сердцу жопу без меня». ну, серьёзно, они бы ещё из этого трагедию сделали. и жена говорила, «иди на работу». я не могу! из меня лётся кровью, кровью моих предков.",['юмор']
"надеюсь, вы, мои дорогие, ваши родные и близкие, в порядке 🙏🏻   мои друзья там были. спаслись. 🙏🏻nannan",[]
я с неожиданным вопросом - а где отложенная вторая желтая квеквескири?nannan,['спорт']
"dzdmos https://t.me/dzdmos/11445    ⚡️в связи с событиями в «крокус сити холле» для родственников пострадавших открыта горячая линия 8-499-251-45-03 📞  по телефону можно узнать о месте нахождения и состоянии родственников, госпитализированных в московские городские медицинские учреждения.nannan",['соцсети']
"нашел тут интервью глеба с иваном ломаевым. просто понял, что не особенно много знаю о жизненном пути кипера «крыльев», поэтому искать и начал. так вот. отличное вью искреннего парня:) с уймой фактуры. чего только история про томского юношу стоит…  почитайте, рекомендую: https://www.sports.ru/amp/post/3056089/  @shhhnyakin~ самое безумное, что видел от вратарей? в томске играл вратарь, который в 11 лет вешал презервативы на перекладину. такая . примета у него была, талисман. в 11 лет!nan",['спорт']
кто узнал себя в дружбе? 😂🤣 мы 24/7наша дружба 99%nan,['личная жизнь']
"даже расстановка есть серьезная. на 3 цз сегодня переходим! тюкавин под пименовым! новый сезон, новые схемы.1 andrey lunev 66 93 diego laxalt 5 milan majstorovic jovan tanasijevic 74 daniil fomin 50 aleksandr kutitskiy 77 denis makarov 34 70 konstantin tyukavin 91 yaroslav gladyshev luka gagnidze 9 ruslan pimenovnan",['спорт']
https://clck.ru/3bekmv  п стас ярушин и музloft band раскачали вднх 🔥 стас ярушин - любовь на балконе https://bfan.link/lyubov-na-balkone  поддержать канал: https://donatty.com/stasyarushin  стас ярушин в соц.сетях: *https://www.ingram.com/yarushinstanislav https://www.tiktok.com/@yarushinstanislav https://vk.com/yarushinmusic  по вопросам размещения рекламы: marketologasa@gmail.com  *признана экстремисткой соц.сетью на территории рф  #стасярушин #музлофт 🔗 https://clck.ru/3bekmvnannan,['соцсети']
соболезнования всем кто пострадал…это был ужасnannan,[]
"я выбрал победителя конкурса случайным образом, как и обещал!   им стал - @arsenium_8 , мегабокс теперь ваш))  но вы всё равно не отписывайтесь от аккаунта фк 10, у нас много всего интересного)))  п азамат мусагалиев условия розыгрыша мегабокса📢 такие:  1. подписаться на фк 10  2. написать здесь в комментариях слово «мегабокс»  3. ждать, пока я случайным образом выберу победителя )))  погнали! 🔗 https://t.me/azabraza84/1516nannan",['реклама']
"тизер к «смеемся 1,5 часа челлендж» 😉nanэто шоу топтики воу яички и гроб женился на племяннице двадцать четыре часа подмываем папу я маленьких девочек в интернете видел",['юмор']
"уже четвертого августа стартует вторая бундеслига и я с удовольствием жду, как мы с аленой долецкой откроем сезон репортажем матча гройтер фюрт - пройсен мюнстер и обсудим как тренер мюнстера саша хильдман вырос в отличного специалиста, работая в скромном зонненхофе.   а потом напишу обзор тура в vogue. займемся делом, наконец!nannan",['спорт']
"схема к фильму «начало» нарисованная самим нолланом. она существует!   понятнее не стало, правда.  надо бы ещё раз пересмотреть 😅нgist (linear ) 7scalss (параша) ( вым|им% {usме . ~ , « ` ееnan",[]
"""девочки зовут митю с собой на девечник"" 1 часть камеди вуменnannan",['юмор']
на этом фото две лошади. нашли вторую?1 7nan,[]
"мы в эфире👇  https://start.bizon365.ru/room/163462/lenorman3  жду всех, присоединяйтесь❤️nannan",['реклама']
"«красный шёлк» с 20 февраля 2025 года в кино   благодарю всех причастных!sphone con , l : hutonia volobrinstand lamourest un oiseau rebelle 6.о. 28010 1 2+динамичная музыка данные. они у одного из курьеров. крики документы попадут не в те руки. получите себе такого врага на дальнем востоке. крики шифр повезут из шанхаева в москву. главное, не ошибитесь в выборе команды. выстрел дамы и господа, в поезде произошло убийство. напряженная музыка значит, убийца в третий раз. напряженная музыка возможно, она в деле. а возможно, их несколько. напряженная музыка решетка взлома на оружие в общем доступе. его я видел рядом с флагом китайцев перед убийством. кто это был? напряженная музыка мои курьеры и он с нами. напряженная музыка вы что-то поняли, да? напряженная музыка найду документы, найду убийцу. кто твой сообщник? напряженная музыка говори!",[]
"отзыв от юлианны🙏🏻🩷  🎁🔥 распродажа курса «оракул ленорман. базовый курс» в рассрочку 👉🏻 http://alexeygrishin.com/lenorman_base  *деятельность компании meta запрещена на территории российской федерации и признана экстремистской.меня зовут юлиана,меня зовут юлиана, я из москвы. как вы познакомились с алексеем? как давно это было? мне кажется, года 4- 5 назад. просто в инстаграме увидела в ленте. зашла на инстаграм, увидела, что он там пишет, подписалась. потом зашла на сайт. торо, по-моему, с нуля было. и я пошла на этот курс, и после этого всё. надолго. прекрасно. а подскажите, вы помимо торо какие-то ещё курсы проходили? да, проходила ленарман, метафорические карты, всё такое. а как вообще изучение курсов повлияло на вашу жизнь? может быть, деньги, отношения, ещё что-то? есть какие-то изменения? да, колоссальные. вообще я зашла из-за того, что алексей психолог сам по образованию. я тоже психолог. и когда я посмотрела с точки зрения психологии, послушала, что он говорит. я очень обожаю юнга. и если бы не было этого, если бы не было у него профессионального образования, возможно, я бы вообще не зашла туда. я зашла и влюбилась в карты. и в моей жизни, благодаря алексею, я была у него на очных встречах. и мы так общались. очень колоссально много вообще, что в моей жизни поменялось. и в плане денег я вышла на более уровень заработной платы. и карьеры, и личной жизни. ну, я не знаю, это можно бесконечно говорить. и там в отношениях с семьёй, с родителями, с сыном. ну, всё благодаря только лёше.",['реклама']
"виталий гогунский и милана — мир #гогунский #гогунскийвиталий #гогунскийодинводин #кузяунивер #миланастарnanя расскажу тебе знаю, его ласково зовут бэбэ знаю, говорит, нам надо эндуржит правильно и вечно по закону жить владеет миром владимир возле нашего неба будет мир страна волшебная твоя нам песню жизни поет земля",['личная жизнь']
25 (!!!) тысяч на финале мфл🤯nannan,['спорт']
"опубликован комментарий к записи: https://vk.com/wall13190730_12863  [id215923800|максим], давно не была.  и пока, к сожалению, не лежат туда пути в ближайшее время.nannan",['соцсети']
"bedarev_channel https://t.me/bedarev_channel/269    как оценить  интервью баринова?  - тяжело, когда мы отпускаем настолько сильных футболистов, так еще и в российские клубы. для меня это непонятно. сейчас в плане состава мы, к сожалению, движемся в обратном направлении от чемпионства. у «локомотива» совсем не чемпионский состав. — каким видишь ближайшее будущее «локомотива»? многие считают, что из топ-клуба «локо» превращается середняк. — мне пока тяжело об этом судить. но что точно знаю, сильнее игроков с русским паспортом, чем глушенков, миранчук и жемалетдинов — в рпл просто нет. за счет индивидуальных качеств они способны перевернуть исход любого матча. и так легко с ними расставаться… тяжело осознавать, что придется играть без таких партнеров, - дмитрий баринов для ""спорт24"" ﻿ это значит, что бара уже одной ногой не в клубе? все же это очень мощная критика решений руководства. это сжигание мостов? или это пока мина, но с уже подожженым шнуром? или это интервью воспитанника и лидера по духу из серии ""есть мнение, не могу молчать""? скоро узнаем.  локомотив летом мощно генерирует новостные поводы. уход безусловного лидера прошлого сезона глушенкова, миранчук все же на выход, жемалетдинов уже сыграл в форме цска, интервью легенды (да, уже так можно) гилерме мураду латипову во ""все на матч"". https://matchtv.ru/football/rpl/matchtvvideo_ni2077499_clip_vse_na_match_bolshoje_intervju_marinato_giljerme всего три года назад ""локо"" выиграл кубок и взял бронзу. из того состава (не из 11-ти стартовых, из 23-х в заявке) сейчас в команде только баринов и сильянов. я не раздаю сейчас оценки, это просто вопрос: есть ли ещё такие клубы в рпл? как много болельщиков ""локо"" хотят сейчас сказать: ""верните мне мой 2021-й!""?  p.s. скоро разыграем абсолютно уникальный артефакт, как раз из того сезона 2020/21, когда ""локо"" брал последний кубок и медали чемпионата.о 800 87 (о »1 10 800 8 бетсити r'fron ni iv 292; дитела ветсити 12 ижний зп2честно, у меня была надежда до последнего, что я остаюсь, потому что клубы прекрасно знали, какие у меня были желания. я хотел бы еще поиграть 2 года, и так я им напрямую это сказал, и был очень открытый разговор, но, к сожалению, тогда, когда мне разговаривали, это был зимой сбор дубай, там были разговоры нормальные, хорошие и позитивные. то есть, тебе дали надежду? да, у меня была большая надежда.",['спорт']
"я тожеzielilut w на мероприятие, посбященное брокосочетоную алексанора u l ёлены 15 :32 если ваше приглашение на свадьбу не выглядит так, я не приду 15 : 32nan",[]
вчера торт собирали 300кг🙄[43nan,[]
"logikamarkova https://t.me/logikamarkova/10857    голосование за путина это протестное голосование тоже. это протест против антироссийской политики  запада.  чем больше запад говорит плохого о путине - тем больше в россии голосуют за путина.  чем больше на западе травят русских  - тем больше голосуют за путина.  чем больше запад на украине издевается над русским языком и запрещает его - тем больше голосуют за путина.  чем больше запад на украине издевается над православной церковью - тем больше голосуют за путина. чем больше запад лжёт про россию - тем больше голосуют за путина.  поэтому байден, макрон и джонсон были главные агитаторы за путина.nannan",['политика']
"когда кто-то в следующий раз будет визжать «покажите мне там нацизм» (интересно остались ли такие дремучие люди?), вы покажите это видео. как их с детства учили. как вкладывали в мозг и работали над ними. а еще покажите это видео, когда в следующий раз очередной идиот будет рассказывать про то, что все началось 24 февраля. или в 2014 году, например.  они, кстати, прекрасно знают, как важно работать с молодежью.  а вот мы забросили это дело, последние десять лет пробел.  молодежью с удовольствием занимались другие люди и вкладывали в молодые мозги то, что нужно им. кто-то из этих людей сейчас сидит на ютьюбе, кто-то уехал и стал иноагентом, кто-то пухнет от злости и строчит посты в телеграм каналах, поправляя корону на голове. а молодежь уже выросла и в мозгах уже сидит то, что им вложили. особенно ярко это проявляется сейчас.  работать и не упустить молодежь - вот наша обязанность и надежда на наше будущее, будущее россии!   https://t.me/dimsmirnov175/66060  п пул n3 украинская певица христина соловей — о том, что толерантность не распространяется на русских: меня с детства учили ненавидеть русню и все российское. толерантность – это широкое понятие и она может быть разной и разного уровня. [нет, толерантность — это толерантность. толерантность – это понимание людей и их поведения] я понимаю. разве я осуждаю тебя или других людей, которые сейчас перешли на украинский? 🔗 https://t.me/dimsmirnov175/66060пул nsменя с детства учили ненавидеть русню и все российское. толерантность — это широкие понятия, и она может быть разной. толерантность — это толерантность, толерантность — это понимание людей и их поведение. когда они пытаются... смотри, я тебя... я же тебя не засудила? или тех людей, которые сейчас говорят по-украински?",['политика']
"«м, понятно» 💪 #матьгода #экология #психологиянетревожная мама и детям весело и папе есть что чинитьаня, давай.",['юмор']
"прекрасное от господ из сбр… ребята из общественной организации требуют ответа от руководителя московского спорта по халили… 🤣🤣🤣  виктора надо проинформировать… 😳 такие же письма направлены другим региональным министрам спорта… ну, это ли не здорово… будто спортсмены в рабстве у федерации биатлона… знаю, что многие умные руководители уже послали авторов писем…. а что скажет комитет спортсменов сбр??? сам халили??? интересно…1728 n* 02- 65-13|24-16 [ текст ш рdf исх. n 194 от 04 04.2024+ руководителю» департамента спорга порода москвы а.а. кондаранцеву poo «федерация биатлона города москвы» о централизованной уважаемый алексей алексанирович! постоянно действующим коллегиальным руководящим органом общероссийск общественной организации федерании биатлона «соют биатлонистов россии» (лалее ~ сп исполкомом сбр 1511 2023 r. утверждены критерии отбора спортеменов для включения ; я состав соответствующих спортивных сборных команд россии по бнатлону в сезоне 202 2025 гг. для централизованной подготовки. сбр планирует с мая 2024 гиначать подготовку сборных команд к спортинному сезот 2024-2025 силитивашего региона, на основании выполнения установленных критериев, централизованную подготовку в составе мужской сборной команды планируется включи халили карима, 1998 г. р прошу васти срок до 12 апреля проинформировать сер о готонности вышеукавим спортемена к провслению спортинной подготовки и состане мужской сборной команд россии, старшим трепером которой предполагается быть ком. каминский. в.в. maitrypon президент принять решениеnan",['спорт']
